eps_start,eps_end,mean_reward,std_reward,seed
0.6,0.2,61.56,23.9805421123043,116739.0
0.6,0.3,128.42,5.802034126063031,116739.0
1.0,0.01,424.66,131.69762488367053,26225.0
1.0,0.05,500.0,0.0,26225.0
1.0,0.1,111.11,4.012218837501265,26225.0
1.0,0.2,114.09,18.87013248496152,26225.0
1.0,0.3,86.58,15.906715562931275,26225.0
0.9,0.05,90.78,8.552870863049435,26225.0
0.9,0.01,472.7,82.19714106950435,26225.0
0.9,0.1,137.29,3.6831915508156783,26225.0
0.9,0.3,72.02,3.405818550657096,26225.0
0.9,0.2,500.0,0.0,26225.0
0.8,0.01,109.29,3.6146784089321145,26225.0
0.8,0.05,183.75,11.227978446719606,26225.0
0.8,0.1,101.12,3.3831346411279584,26225.0
0.8,0.3,93.84,3.4197075898386395,26225.0
0.8,0.2,500.0,0.0,26225.0
0.7,0.01,470.65,45.05560453484116,26225.0
0.7,0.05,271.74,69.38236375333432,26225.0
0.7,0.1,299.36,8.487072522371891,26225.0
0.7,0.2,500.0,0.0,26225.0
0.7,0.3,180.28,62.13309585076218,26225.0
0.6,0.01,222.06,5.247513696980695,26225.0
0.6,0.05,500.0,0.0,26225.0
0.6,0.1,495.49,44.87393341350856,26225.0
0.6,0.3,96.82,2.5392124763398596,26225.0
0.6,0.2,142.88,33.04036319412969,26225.0
1.0,0.01,499.72,2.785964823898536,777572.0
1.0,0.05,251.65,13.476924723392944,777572.0
1.0,0.1,104.63,2.2300448425984625,777572.0
1.0,0.2,96.3,2.9916550603303187,777572.0
1.0,0.3,92.72,2.6835796988351213,777572.0
0.9,0.01,88.78,45.66017520772341,777572.0
0.9,0.05,244.45,11.31315605832431,777572.0
0.9,0.1,480.9,57.31587912612,777572.0
0.9,0.2,95.8,1.7320508075688774,777572.0
0.9,0.3,19.42,12.362184273015833,777572.0
0.8,0.01,500.0,0.0,777572.0
0.8,0.05,500.0,0.0,777572.0
0.8,0.1,494.42,39.44747900690233,777572.0
0.8,0.2,137.97,6.309445300499878,777572.0
0.8,0.3,93.81,3.357662877657613,777572.0
0.7,0.01,500.0,0.0,777572.0
0.7,0.05,101.93,2.5622451092742864,777572.0
0.7,0.1,156.43,4.409659850827499,777572.0
0.7,0.3,98.09,2.4170022755471288,777572.0
0.7,0.2,226.01,67.56900102857819,777572.0
0.6,0.01,224.83,25.589472444737897,777572.0
0.6,0.05,500.0,0.0,777572.0
0.6,0.1,204.92,231.48588207491187,777572.0
0.6,0.2,92.67,3.3824695120577215,777572.0
0.6,0.3,97.45,3.320767983464066,777572.0
1.0,0.01,236.99,4.840444194492898,288389.0
1.0,0.05,277.58,23.124956216174766,288389.0
1.0,0.1,168.75,5.160184105242758,288389.0
1.0,0.2,491.07,47.102283384141785,288389.0
1.0,0.3,69.92,24.76718797118478,288389.0
0.9,0.01,500.0,0.0,288389.0
0.9,0.05,425.51,10.641893628485485,288389.0
0.9,0.1,135.97,83.58234921321606,288389.0
0.9,0.2,17.36,2.4638181751095187,288389.0
0.9,0.3,230.72,6.947056930816098,288389.0
0.8,0.01,106.19,2.6408142683649682,288389.0
0.8,0.05,118.27,55.49339690449666,288389.0
0.8,0.1,112.74,5.754337494447124,288389.0
0.8,0.2,109.67,13.522614392195024,288389.0
0.8,0.3,277.64,10.912854805228557,288389.0
0.7,0.01,120.79,78.85737695358627,288389.0
0.7,0.1,89.04,8.198682821038998,288389.0
0.7,0.2,97.73,3.6819967409002414,288389.0
0.7,0.05,333.38,187.9602500530365,288389.0
0.7,0.3,126.82,19.713132678496333,288389.0
0.6,0.01,285.76,144.3849798282356,288389.0
0.6,0.05,108.24,14.698380863210751,288389.0
0.6,0.2,97.19,3.2239571957456263,288389.0
0.6,0.1,130.17,3.370623087798456,288389.0
0.6,0.3,176.83,5.882269970003077,288389.0
1.0,0.01,158.87,8.682920015755068,256787.0
1.0,0.05,350.6,37.09851749059523,256787.0
1.0,0.1,500.0,0.0,256787.0
1.0,0.2,117.22,11.797101338888295,256787.0
1.0,0.3,92.24,21.498427849496345,256787.0
0.9,0.01,500.0,0.0,256787.0
0.9,0.05,119.17,7.7136956123508025,256787.0
0.9,0.1,121.48,3.5198863618020395,256787.0
0.9,0.2,93.93,2.573926960890693,256787.0
0.9,0.3,95.36,3.2047464798326875,256787.0
0.8,0.01,50.01,39.271235020049986,256787.0
0.8,0.05,107.91,5.676433739593901,256787.0
0.8,0.1,62.48,3.368916739843833,256787.0
0.8,0.2,106.77,3.139601885589955,256787.0
0.8,0.3,92.57,1.5953369550035503,256787.0
0.7,0.01,233.25,5.36353428254169,256787.0
0.7,0.05,78.25,65.51509368076947,256787.0
0.7,0.1,500.0,0.0,256787.0
0.7,0.2,94.07,2.804478561158919,256787.0
0.7,0.3,87.83,5.58937384686335,256787.0
0.6,0.05,372.23,127.2876942206119,256787.0
0.6,0.1,85.95,16.722664261414806,256787.0
0.6,0.01,500.0,0.0,256787.0
0.6,0.2,131.52,2.937618082733016,256787.0
0.6,0.3,118.53,3.5112818172285745,256787.0
1.0,0.01,500.0,0.0,234053.0
1.0,0.05,500.0,0.0,234053.0
1.0,0.1,471.76,77.73829429566872,234053.0
1.0,0.2,433.51,115.217315972904,234053.0
1.0,0.3,34.1,34.877929984447185,234053.0
0.9,0.01,70.99,78.42199882685979,234053.0
0.9,0.05,460.62,34.18414252252058,234053.0
0.9,0.3,237.86,54.25827494493351,234053.0
0.9,0.1,482.49,78.36855172835595,234053.0
0.9,0.2,456.9,92.34105262557927,234053.0
0.8,0.01,251.7,97.46204389402061,234053.0
0.8,0.05,384.02,84.84043611391917,234053.0
0.8,0.1,499.84,1.5919798993705918,234053.0
0.8,0.3,500.0,0.0,234053.0
0.8,0.2,500.0,0.0,234053.0
0.7,0.01,496.1,16.25146147274146,234053.0
0.7,0.05,500.0,0.0,234053.0
0.7,0.1,212.57,20.95722071268039,234053.0
0.7,0.2,500.0,0.0,234053.0
0.6,0.01,500.0,0.0,234053.0
0.7,0.3,500.0,0.0,234053.0
0.6,0.05,500.0,0.0,234053.0
0.6,0.1,500.0,0.0,234053.0
0.6,0.2,500.0,0.0,234053.0
0.6,0.3,92.49,2.692563833969402,234053.0
1.0,0.05,153.67,2.53793222919762,776646.0
1.0,0.05,468.15,108.07315809209983,709570.0
1.0,0.05,500.0,0.0,146316.0
1.0,0.05,500.0,0.0,619176.0
1.0,0.05,461.96,54.64648570585304,31244.0
1.0,0.05,499.23,7.6614032657209705,98246.0
1.0,0.05,89.49,9.936292064950587,107473.0
1.0,0.05,500.0,0.0,33326.0
1.0,0.05,236.95,3.683408747342602,772246.0
1.0,0.05,133.71,5.557508434541507,571858.0
1.0,0.05,137.2,4.921381919745713,91161.0
1.0,0.05,500.0,0.0,442417.0
1.0,0.05,129.02,4.521017584570978,935518.0
0.8,0.1,79.97,65.59976448128454,146316.0
0.8,0.1,164.87,6.25404668994404,776646.0
0.8,0.1,197.14,28.52999123729273,98246.0
0.8,0.1,436.4,52.9384548320028,709570.0
0.8,0.1,480.59,70.80679275323803,31244.0
0.8,0.1,500.0,0.0,619176.0
0.8,0.1,110.15,3.4996428389194234,33326.0
0.8,0.1,118.78,2.496317287525766,772246.0
0.8,0.1,91.67,26.025393368785032,571858.0
0.8,0.1,87.07,3.6283742916077437,91161.0
0.8,0.1,485.76,58.74131765631411,107473.0
0.8,0.1,210.66,8.276738488076086,442417.0
0.8,0.1,210.3,11.59956895750872,935518.0
